Id,Name,Tier__c,CustomerPriority__c,SLA__c,Industry,Region__c,ContractStatus__c,ContractStartDate__c,ContractEndDate__c,AnnualContractValue__c,ProductLine__c,CreatedDate,BillingCountry,NumberOfEmployees,Website,AccountSource
001000000000000272,LarkWorks LLC,Enterprise,High,Platinum,Retail,APAC,Expired,2025-01-09,2026-01-09,517859,Data Sync,2023-04-12,JP,53386,www.larkworks.com,Partner
001000000000000273,AuroraVector Partners,Enterprise,Medium,Silver,Logistics,LATAM,Active,2026-01-15,2027-01-15,280597,Edge Connect,2024-06-30,DE,28411,www.auroravector.com,Partner
001000000000000274,SilverFabric Systems,SMB,High,Silver,Media,NA-West,Active,2025-08-08,2026-08-08,34446,AI Studio,2024-03-31,BR,18041,www.silverfabric.com,Event
001000000000000275,DeltaLoop Technologies,Enterprise,Low,Silver,Public Sector,LATAM,Active,2026-04-05,2027-04-05,953672,Edge Connect,2025-02-22,US,25640,www.deltaloop.com,Event
001000000000000276,LarkPulse Systems,Enterprise,High,Gold,Logistics,NA-East,Active,2026-01-04,2027-01-04,1003494,AI Studio,2020-03-30,AU,51858,www.larkpulse.com,Partner
001000000000000277,ApexAnalytics Solutions,SMB,Medium,Platinum,Telecom,NA-East,Active,2026-10-05,2027-10-05,66984,Data Sync,2024-06-01,DE,7084,www.apexanalytics.com,Inbound
001000000000000278,PacificFabric Solutions,SMB,Low,Silver,Healthcare,APAC,Active,2025-09-08,2026-09-08,20726,Edge Connect,2024-01-28,JP,39081,www.pacificfabric.com,Inbound
001000000000000279,BlueStream Solutions,SMB,Low,Silver,Technology,APAC,Active,2026-05-24,2027-05-24,12949,Analytics Suite,2022-01-04,BR,29088,www.bluestream.com,Partner
001000000000000280,CopperNexus Technologies,SMB,Medium,Gold,Education,APAC,Active,2025-07-26,2026-07-26,8040,Core Platform,2020-12-24,BR,51243,www.coppernexus.com,Inbound
001000000000000281,LarkSystems Inc,SMB,Medium,Bronze,Technology,APAC,Active,2025-07-28,2026-07-28,10100,Edge Connect,2023-04-03,DE,3725,www.larksystems.com,Inbound
001000000000000282,CascadeCore Global,Enterprise,High,Silver,Public Sector,APAC,Active,2026-11-12,2027-11-12,345433,AI Studio,2021-07-30,JP,23727,www.cascadecore.com,Inbound
001000000000000283,Meridian Core LLC,Enterprise,Low,Gold,Healthcare,NA-East,Active,2026-03-02,2027-03-02,255398,AI Studio,2024-02-17,DE,1025,www.meridian.com,Outbound
001000000000000284,Allied Analytics Solutions,Enterprise,High,Silver,Retail,APAC,Active,2026-10-01,2027-10-01,669758,Analytics Suite,2022-08-31,UK,38087,www.allied.com,Inbound
001000000000000285,SilverWorks Solutions,SMB,Low,Gold,Healthcare,EMEA,Expired,2025-01-27,2026-01-27,14990,Core Platform,2023-06-16,JP,25538,www.silverworks.com,Outbound
001000000000000286,TitanTech Holdings,SMB,Low,Gold,Financial Services,EMEA,Active,2026-09-25,2027-09-25,11325,Data Sync,2020-03-03,SG,25480,www.titantech.com,Partner
001000000000000287,DeltaPulse Group,SMB,High,Gold,Manufacturing,APAC,Expired,2025-03-15,2026-03-15,8642,Core Platform,2020-08-23,FR,15970,www.deltapulse.com,Event
001000000000000288,Pan-Atlantic Micro Corp,Enterprise,High,Silver,Telecom,EMEA,Active,2025-10-15,2026-10-15,904530,Data Sync,2022-08-28,JP,13958,www.pan-atlantic.com,Event
001000000000000289,ApexMetric Holdings,Enterprise,Medium,Silver,Retail,EMEA,Active,2025-07-22,2026-07-22,985540,Core Platform,2019-12-10,SG,19725,www.apexmetric.com,Event
001000000000000290,CascadeStream Global,Enterprise,High,Gold,Energy,LATAM,Active,2026-11-18,2027-11-18,259419,Analytics Suite,2024-11-22,SG,46489,www.cascadestream.com,Outbound
001000000000000291,MapleWave Technologies,Enterprise,High,Bronze,Media,APAC,Active,2025-07-23,2026-07-23,628592,Analytics Suite,2025-02-25,SG,8124,www.maplewave.com,Inbound
001000000000000292,ApexMetric Global,Enterprise,Low,Platinum,Manufacturing,NA-East,Active,2025-12-04,2026-12-04,194209,Core Platform,2025-01-19,IN,39404,www.apexmetric.com,Event
001000000000000293,BlueVision Inc,Enterprise,High,Silver,Technology,APAC,Active,2025-12-04,2026-12-04,898299,Core Platform,2024-07-16,FR,39266,www.bluevision.com,Event
001000000000000294,DeltaStream Holdings,SMB,Medium,Platinum,Public Sector,APAC,Active,2026-02-23,2027-02-23,47157,Core Platform,2024-04-27,SG,15750,www.deltastream.com,Partner
001000000000000295,BeaconPulse Industries,SMB,High,Silver,Retail,NA-West,Active,2025-08-15,2026-08-15,30106,Analytics Suite,2021-03-20,UK,53490,www.beaconpulse.com,Event
001000000000000296,VertexMetric LLC,Enterprise,High,Platinum,Media,NA-West,Active,2026-01-02,2027-01-02,894956,Core Platform,2023-10-12,BR,15617,www.vertexmetric.com,Partner
001000000000000297,SilverLogic Partners,Enterprise,High,Platinum,Public Sector,LATAM,Active,2026-06-13,2027-06-13,666781,AI Studio,2023-12-01,DE,31280,www.silverlogic.com,Partner
001000000000000298,NorthDigital Global,SMB,Medium,Gold,Biotech,EMEA,Active,2025-09-04,2026-09-04,49836,Analytics Suite,2024-12-07,IN,6676,www.northdigital.com,Partner
001000000000000299,Helios Labs Solutions,Enterprise,Medium,Bronze,Logistics,EMEA,Expired,2025-07-04,2026-07-04,294575,Core Platform,2023-01-28,IN,8495,www.helios.com,Outbound
001000000000000300,SilverTech Partners,SMB,High,Platinum,Healthcare,EMEA,Active,2026-04-20,2027-04-20,38501,Data Sync,2023-09-02,SG,24296,www.silvertech.com,Event
001000000000000301,RidgeLoop Inc,Enterprise,Medium,Platinum,Manufacturing,NA-East,Active,2025-12-20,2026-12-20,354782,Data Sync,2023-12-31,DE,46816,www.ridgeloop.com,Event
001000000000000302,IronSphere Global,SMB,Medium,Bronze,Healthcare,NA-West,Expired,2024-11-24,2025-11-24,69907,Core Platform,2024-05-10,US,5633,www.ironsphere.com,Partner
001000000000000303,BrightData Global,Enterprise,Low,Bronze,Financial Services,NA-East,Active,2025-09-03,2026-09-03,1165026,Analytics Suite,2020-05-01,FR,44535,www.brightdata.com,Event
001000000000000304,NorthData Co,SMB,Low,Platinum,Media,APAC,Expired,2025-04-13,2026-04-13,32991,Core Platform,2024-07-24,UK,55341,www.northdata.com,Inbound
001000000000000305,MapleDigital Partners,SMB,Medium,Silver,Education,NA-West,Active,2025-07-16,2026-07-16,40550,Core Platform,2021-05-21,SG,20917,www.mapledigital.com,Outbound
001000000000000306,TitanStream Inc,Enterprise,High,Platinum,Retail,NA-West,Active,2026-09-04,2027-09-04,193705,Edge Connect,2023-05-22,FR,27657,www.titanstream.com,Outbound
001000000000000307,TitanPulse Corp,SMB,Medium,Silver,Technology,APAC,Active,2026-01-15,2027-01-15,61145,AI Studio,2021-10-14,US,29672,www.titanpulse.com,Inbound
001000000000000308,HarborCloud LLC,SMB,High,Gold,Manufacturing,NA-East,Active,2026-08-19,2027-08-19,8037,Analytics Suite,2022-09-27,IN,18510,www.harborcloud.com,Outbound
001000000000000309,CopperSoft Industries,Enterprise,Medium,Silver,Technology,LATAM,Active,2026-03-10,2027-03-10,1197519,AI Studio,2022-06-06,SG,33576,www.coppersoft.com,Outbound
001000000000000310,NovaCompute Inc,SMB,Medium,Gold,Telecom,LATAM,Expired,2024-10-22,2025-10-22,57165,Analytics Suite,2020-07-17,UK,6923,www.novacompute.com,Event
001000000000000311,OrchardSystems Systems,SMB,Low,Silver,Energy,LATAM,Expired,2025-05-08,2026-05-08,64551,Analytics Suite,2021-01-25,UK,41968,www.orchardsystems.com,Outbound
001000000000000312,PacificDynamics Systems,Enterprise,Medium,Gold,Technology,EMEA,Active,2025-09-26,2026-09-26,981274,Edge Connect,2022-11-25,US,39430,www.pacificdynamics.com,Outbound
001000000000000313,HarborSignal Technologies,Enterprise,Low,Silver,Healthcare,EMEA,Active,2025-10-27,2026-10-27,1193269,Core Platform,2025-06-10,DE,36265,www.harborsignal.com,Inbound
001000000000000314,SableSoft Partners,SMB,Medium,Platinum,Technology,LATAM,Active,2025-08-05,2026-08-05,30945,Edge Connect,2019-11-29,FR,22106,www.sablesoft.com,Inbound
001000000000000315,GraniteByte Technologies,Enterprise,Low,Gold,Healthcare,NA-West,Active,2025-08-03,2026-08-03,319998,Analytics Suite,2020-01-05,BR,28874,www.granitebyte.com,Partner
001000000000000316,CobaltMetric Inc,Enterprise,Low,Platinum,Media,APAC,Active,2026-02-20,2027-02-20,452192,Edge Connect,2019-07-30,SG,43097,www.cobaltmetric.com,Event
001000000000000317,VanguardDigital Partners,Enterprise,Medium,Gold,Healthcare,LATAM,Active,2025-09-12,2026-09-12,378223,Edge Connect,2020-05-19,JP,20266,www.vanguarddigital.com,Inbound
001000000000000318,MeridianSignal Systems,Enterprise,Low,Silver,Logistics,APAC,Active,2025-09-05,2026-09-05,1146129,AI Studio,2020-03-01,FR,28950,www.meridiansignal.com,Event
001000000000000319,AuroraLabs Technologies,Enterprise,Medium,Gold,Financial Services,EMEA,Active,2026-06-01,2027-06-01,1046678,Analytics Suite,2024-03-01,US,41971,www.auroralabs.com,Partner
001000000000000320,HarborWorks Global,SMB,Medium,Gold,Telecom,APAC,Expired,2024-10-02,2025-10-02,39652,Core Platform,2025-01-22,FR,45221,www.harborworks.com,Inbound
001000000000000321,PioneerData Global,Enterprise,Low,Bronze,Biotech,NA-East,Active,2025-12-17,2026-12-17,517923,AI Studio,2020-04-02,FR,10746,www.pioneerdata.com,Inbound
001000000000000322,ApexData Global,Enterprise,High,Silver,Public Sector,NA-West,Expired,2025-05-05,2026-05-05,287739,Analytics Suite,2023-07-06,JP,348,www.apexdata.com,Inbound
001000000000000323,Consolidated Stream Group,SMB,Medium,Gold,Financial Services,APAC,Active,2026-07-31,2027-07-31,16662,AI Studio,2020-08-02,AU,12982,www.consolidated.com,Event
001000000000000324,SummitWorks Industries,Enterprise,Medium,Silver,Logistics,NA-East,Active,2026-07-09,2027-07-09,724903,Edge Connect,2025-04-25,FR,37420,www.summitworks.com,Inbound
001000000000000325,Meridian Digital Corp,Enterprise,Medium,Silver,Biotech,NA-West,Expired,2025-02-16,2026-02-16,1044488,Core Platform,2022-08-04,SG,36264,www.meridian.com,Event
001000000000000326,IronCloud Co,Enterprise,High,Gold,Manufacturing,NA-West,Active,2026-10-01,2027-10-01,343524,Edge Connect,2024-09-14,IN,19387,www.ironcloud.com,Event
001000000000000327,NovaTech Industries,SMB,High,Silver,Technology,APAC,Expired,2025-05-17,2026-05-17,13682,Core Platform,2025-02-19,SG,55459,www.novatech.com,Outbound
001000000000000328,HarborCompute Co,SMB,High,Gold,Biotech,EMEA,Active,2026-03-21,2027-03-21,19915,AI Studio,2023-11-14,JP,44552,www.harborcompute.com,Outbound
001000000000000329,TitanLogic Technologies,SMB,High,Bronze,Healthcare,APAC,Active,2026-05-10,2027-05-10,52310,Core Platform,2023-02-10,IN,45309,www.titanlogic.com,Outbound
001000000000000330,Meridian Nexus Holdings,SMB,Medium,Gold,Technology,NA-West,Expired,2024-11-23,2025-11-23,31468,Data Sync,2019-10-17,SG,11221,www.meridian.com,Inbound
001000000000000331,SterlingByte Global,SMB,Medium,Silver,Education,NA-West,Active,2026-06-26,2027-06-26,50475,Edge Connect,2024-03-27,DE,6142,www.sterlingbyte.com,Partner
001000000000000332,SterlingCompute Holdings,Enterprise,High,Silver,Manufacturing,EMEA,Expired,2024-09-24,2025-09-24,623736,Data Sync,2023-12-10,JP,9306,www.sterlingcompute.com,Event
001000000000000333,MeridianPulse Group,Enterprise,Medium,Gold,Retail,APAC,Active,2025-07-23,2026-07-23,1071942,AI Studio,2022-01-12,FR,21990,www.meridianpulse.com,Inbound
001000000000000334,BlueFabric Partners,Enterprise,Medium,Silver,Financial Services,LATAM,Active,2025-08-17,2026-08-17,1051746,Analytics Suite,2024-05-02,AU,13636,www.bluefabric.com,Partner
001000000000000335,BeaconVision Systems,Enterprise,Low,Gold,Financial Services,EMEA,Active,2026-02-02,2027-02-02,951564,Analytics Suite,2025-05-30,JP,13789,www.beaconvision.com,Inbound
001000000000000336,AuroraLabs Co,Enterprise,Low,Platinum,Energy,LATAM,Expired,2025-06-24,2026-06-24,729387,AI Studio,2023-07-11,IN,59877,www.auroralabs.com,Event
001000000000000337,MeridianDynamics Inc,Enterprise,Low,Platinum,Manufacturing,NA-East,Active,2026-06-23,2027-06-23,983851,Data Sync,2023-12-02,DE,33456,www.meridiandynamics.com,Event
001000000000000338,NovaByte Inc,SMB,Medium,Silver,Energy,NA-West,Expired,2025-04-16,2026-04-16,16277,Edge Connect,2021-04-25,SG,58509,www.novabyte.com,Event
001000000000000339,BlueLink Systems,SMB,Medium,Silver,Media,LATAM,Active,2026-07-12,2027-07-12,47490,Analytics Suite,2019-09-17,JP,24375,www.bluelink.com,Inbound
001000000000000340,NorthPulse Co,SMB,High,Silver,Financial Services,APAC,Active,2025-09-13,2026-09-13,69502,Edge Connect,2024-12-11,BR,26575,www.northpulse.com,Outbound
001000000000000341,CascadeLink LLC,SMB,High,Platinum,Media,APAC,Active,2026-05-22,2027-05-22,33277,AI Studio,2021-10-28,US,7474,www.cascadelink.com,Outbound
001000000000000342,PacificWorks Technologies,Enterprise,Medium,Gold,Media,NA-West,Active,2026-07-06,2027-07-06,866698,AI Studio,2022-09-21,AU,12848,www.pacificworks.com,Partner
001000000000000343,CascadeStream Technologies,SMB,High,Gold,Media,NA-East,Active,2026-11-14,2027-11-14,59402,AI Studio,2025-06-09,BR,32908,www.cascadestream.com,Inbound
001000000000000344,Standard Networks Industries,Enterprise,Low,Silver,Healthcare,NA-East,Expired,2024-09-23,2025-09-23,792959,Edge Connect,2023-03-07,IN,56260,www.standard.com,Event
001000000000000345,NovaNexus LLC,SMB,Medium,Gold,Biotech,APAC,Active,2026-04-25,2027-04-25,10096,Analytics Suite,2022-04-16,FR,14126,www.novanexus.com,Outbound
001000000000000346,MapleByte Global,Enterprise,Low,Silver,Technology,APAC,Active,2026-07-08,2027-07-08,1013553,Analytics Suite,2019-11-21,AU,49504,www.maplebyte.com,Partner
001000000000000347,PacificWave Solutions,Enterprise,Medium,Bronze,Retail,APAC,Active,2026-02-13,2027-02-13,537865,Analytics Suite,2019-08-24,SG,58218,www.pacificwave.com,Inbound
001000000000000348,Pan-Atlantic Analytics LLC,SMB,Medium,Gold,Education,LATAM,Active,2026-10-13,2027-10-13,65898,AI Studio,2020-10-09,UK,54020,www.pan-atlantic.com,Partner
001000000000000349,BrightFabric Systems,Enterprise,Medium,Gold,Technology,NA-West,Active,2026-03-24,2027-03-24,613045,Data Sync,2024-09-21,DE,26213,www.brightfabric.com,Event
001000000000000350,SterlingVector Technologies,Enterprise,High,Bronze,Education,APAC,Active,2025-09-07,2026-09-07,731706,Analytics Suite,2020-07-15,DE,22222,www.sterlingvector.com,Inbound
001000000000000351,HarborMetric Group,SMB,Medium,Silver,Manufacturing,NA-East,Active,2025-08-12,2026-08-12,25994,Data Sync,2022-11-14,BR,54900,www.harbormetric.com,Inbound
001000000000000352,IronSoft Systems,Enterprise,Low,Platinum,Retail,EMEA,Expired,2025-03-11,2026-03-11,227849,AI Studio,2025-05-27,DE,34025,www.ironsoft.com,Partner
001000000000000353,DeltaData Partners,SMB,Medium,Silver,Financial Services,EMEA,Active,2026-10-05,2027-10-05,49938,Data Sync,2019-06-24,BR,51868,www.deltadata.com,Outbound
001000000000000354,VertexWorks Systems,SMB,High,Gold,Media,NA-East,Expired,2024-09-29,2025-09-29,40492,Analytics Suite,2021-11-28,US,18054,www.vertexworks.com,Partner
001000000000000355,SilverAnalytics Technologies,Enterprise,Medium,Bronze,Technology,LATAM,Active,2026-07-29,2027-07-29,241698,Edge Connect,2022-08-12,UK,7384,www.silveranalytics.com,Partner
001000000000000356,GraniteSignal Systems,SMB,Medium,Silver,Retail,NA-West,Active,2025-09-04,2026-09-04,65022,Data Sync,2024-05-16,JP,36410,www.granitesignal.com,Event
001000000000000357,Standard Dynamics LLC,Enterprise,Medium,Gold,Energy,LATAM,Active,2026-10-14,2027-10-14,815597,Data Sync,2020-03-02,DE,45016,www.standard.com,Inbound
001000000000000358,Helios Loop Holdings,Enterprise,Low,Bronze,Media,NA-East,Expired,2024-10-14,2025-10-14,925093,Core Platform,2024-09-07,BR,11642,www.helios.com,Partner
001000000000000359,SummitWorks Technologies,SMB,Low,Silver,Biotech,EMEA,Active,2025-10-24,2026-10-24,56974,AI Studio,2022-09-15,US,13947,www.summitworks.com,Event
001000000000000360,GraniteDigital Technologies,Enterprise,Low,Gold,Technology,EMEA,Active,2026-04-08,2027-04-08,933481,Core Platform,2022-04-02,BR,20629,www.granitedigital.com,Inbound
001000000000000361,EmeraldGrid Partners,SMB,High,Silver,Manufacturing,EMEA,Active,2026-09-12,2027-09-12,37545,Edge Connect,2020-10-19,IN,11139,www.emeraldgrid.com,Event
001000000000000362,AuroraStream Technologies,Enterprise,Medium,Gold,Logistics,EMEA,Active,2025-12-30,2026-12-30,80017,Data Sync,2024-05-10,US,29084,www.aurorastream.com,Inbound
001000000000000363,NovaStream Corp,SMB,High,Gold,Telecom,EMEA,Active,2025-11-27,2026-11-27,12252,Core Platform,2021-05-23,AU,29768,www.novastream.com,Inbound
001000000000000364,SummitSystems Global,Enterprise,Low,Platinum,Technology,NA-East,Active,2025-07-29,2026-07-29,1137395,Data Sync,2025-04-26,JP,43728,www.summitsystems.com,Outbound
001000000000000365,AuroraLink LLC,Enterprise,Low,Silver,Retail,APAC,Active,2026-07-07,2027-07-07,385054,Analytics Suite,2025-05-03,FR,41562,www.auroralink.com,Partner
001000000000000366,RidgeTech Industries,SMB,Low,Silver,Financial Services,NA-East,Active,2025-10-11,2026-10-11,37300,Analytics Suite,2024-04-19,BR,56622,www.ridgetech.com,Partner
001000000000000367,QuantumCompute Global,Enterprise,High,Gold,Healthcare,LATAM,Active,2026-03-25,2027-03-25,413960,Core Platform,2022-03-17,BR,29966,www.quantumcompute.com,Outbound
001000000000000368,MeridianTech Partners,Enterprise,Medium,Gold,Education,LATAM,Active,2026-08-03,2027-08-03,257821,Data Sync,2019-11-15,BR,46663,www.meridiantech.com,Inbound
001000000000000369,OnyxData Systems,Enterprise,Medium,Silver,Retail,LATAM,Active,2025-07-23,2026-07-23,1085449,AI Studio,2020-10-26,UK,39161,www.onyxdata.com,Partner
001000000000000370,DeltaLogic Co,Enterprise,Low,Silver,Financial Services,APAC,Active,2025-08-27,2026-08-27,547631,Core Platform,2020-01-15,US,59461,www.deltalogic.com,Event
001000000000000371,KeystoneCore Holdings,SMB,Low,Platinum,Public Sector,APAC,Active,2026-06-16,2027-06-16,29890,Analytics Suite,2019-10-22,AU,479,www.keystonecore.com,Inbound
001000000000000372,GraniteCloud Co,Enterprise,Medium,Silver,Manufacturing,EMEA,Active,2026-01-14,2027-01-14,419305,Data Sync,2023-05-16,US,43933,www.granitecloud.com,Outbound
001000000000000373,VertexForge Group,Enterprise,High,Silver,Healthcare,NA-East,Active,2025-09-07,2026-09-07,1134331,Data Sync,2020-08-17,IN,36093,www.vertexforge.com,Outbound
001000000000000374,SableStream Technologies,SMB,Low,Silver,Technology,APAC,Active,2025-08-10,2026-08-10,41204,Edge Connect,2020-10-15,BR,6599,www.sablestream.com,Event
001000000000000375,MapleGrid Corp,SMB,Low,Gold,Logistics,LATAM,Expired,2025-06-03,2026-06-03,20279,Analytics Suite,2022-12-02,FR,57268,www.maplegrid.com,Event
001000000000000376,NovaSoft Holdings,SMB,Medium,Platinum,Energy,EMEA,Active,2026-12-01,2027-12-01,43487,Analytics Suite,2025-05-02,UK,52799,www.novasoft.com,Outbound
001000000000000377,BlueAnalytics Holdings,SMB,High,Gold,Public Sector,NA-West,Active,2025-08-14,2026-08-14,41658,Analytics Suite,2023-11-07,US,19019,www.blueanalytics.com,Event
001000000000000378,SummitSystems Partners,Enterprise,Low,Gold,Logistics,NA-West,Active,2025-10-04,2026-10-04,234927,AI Studio,2021-02-24,US,26024,www.summitsystems.com,Event
001000000000000379,NorthTech Partners,Enterprise,Low,Bronze,Media,LATAM,Active,2026-11-07,2027-11-07,1009645,Data Sync,2021-08-05,IN,6125,www.northtech.com,Event
001000000000000380,SableSignal Technologies,SMB,Low,Gold,Manufacturing,LATAM,Active,2025-07-21,2026-07-21,40433,Edge Connect,2021-04-05,JP,42293,www.sablesignal.com,Partner
001000000000000381,NovaNexus Industries,SMB,High,Bronze,Retail,APAC,Expired,2024-12-14,2025-12-14,47800,AI Studio,2020-09-27,SG,57911,www.novanexus.com,Event
001000000000000382,SableForge Holdings,Enterprise,Medium,Bronze,Education,EMEA,Expired,2024-12-06,2025-12-06,502486,Core Platform,2020-11-14,US,47874,www.sableforge.com,Outbound
001000000000000383,RidgeSignal Group,SMB,High,Gold,Media,EMEA,Active,2025-07-25,2026-07-25,46743,Core Platform,2021-06-02,DE,53159,www.ridgesignal.com,Event
001000000000000384,Standard Vision Systems,SMB,High,Bronze,Logistics,EMEA,Active,2025-09-18,2026-09-18,15637,Analytics Suite,2024-11-04,DE,20999,www.standard.com,Partner
001000000000000385,UnionSystems Technologies,Enterprise,Low,Bronze,Education,EMEA,Active,2025-07-22,2026-07-22,595369,AI Studio,2022-08-26,UK,50849,www.unionsystems.com,Partner
001000000000000386,SummitNetworks Inc,Enterprise,Medium,Gold,Logistics,EMEA,Active,2026-08-19,2027-08-19,839261,Core Platform,2020-01-24,FR,42629,www.summitnetworks.com,Event
001000000000000387,DeltaVision Corp,SMB,Medium,Silver,Media,EMEA,Active,2026-09-02,2027-09-02,57149,AI Studio,2022-10-21,SG,29162,www.deltavision.com,Outbound
001000000000000388,LarkLoop Partners,Enterprise,High,Bronze,Education,APAC,Active,2025-12-30,2026-12-30,573208,Edge Connect,2021-11-23,UK,28641,www.larkloop.com,Partner
001000000000000389,NovaSignal Global,Enterprise,High,Silver,Telecom,APAC,Active,2026-05-04,2027-05-04,649993,Data Sync,2022-10-04,AU,10581,www.novasignal.com,Inbound
001000000000000390,GraniteDigital Solutions,Enterprise,Low,Bronze,Retail,LATAM,Active,2025-08-11,2026-08-11,692860,Analytics Suite,2020-04-07,IN,38163,www.granitedigital.com,Event
001000000000000391,DeltaMicro LLC,Enterprise,Medium,Silver,Retail,APAC,Active,2025-07-23,2026-07-23,752276,Analytics Suite,2021-03-18,DE,10573,www.deltamicro.com,Event
001000000000000392,BrightVision Co,SMB,Medium,Platinum,Energy,NA-West,Active,2025-09-16,2026-09-16,37083,Edge Connect,2023-04-26,BR,5815,www.brightvision.com,Partner
001000000000000393,MeridianByte Technologies,Enterprise,High,Bronze,Energy,EMEA,Active,2026-03-06,2027-03-06,452369,Analytics Suite,2023-04-21,AU,50181,www.meridianbyte.com,Event
001000000000000394,OnyxLoop Holdings,SMB,Medium,Platinum,Retail,LATAM,Active,2025-09-03,2026-09-03,12416,Core Platform,2022-05-28,IN,18705,www.onyxloop.com,Inbound
001000000000000395,AuroraForge Co,Enterprise,Medium,Bronze,Manufacturing,NA-East,Expired,2024-11-13,2025-11-13,394450,Core Platform,2022-10-30,UK,21819,www.auroraforge.com,Inbound
001000000000000396,VertexCompute Global,SMB,High,Silver,Biotech,LATAM,Active,2026-08-07,2027-08-07,63121,Analytics Suite,2025-02-24,FR,59596,www.vertexcompute.com,Event
001000000000000397,Helios Core Industries,Enterprise,Medium,Gold,Biotech,EMEA,Active,2026-03-20,2027-03-20,607532,Data Sync,2024-11-09,BR,40597,www.helios.com,Inbound
001000000000000398,Helios Networks Holdings,SMB,Low,Silver,Media,APAC,Active,2026-05-08,2027-05-08,8182,AI Studio,2019-06-27,UK,26087,www.helios.com,Outbound
001000000000000399,TitanCompute Solutions,Enterprise,High,Gold,Media,LATAM,Active,2025-09-11,2026-09-11,1182690,Analytics Suite,2024-09-09,AU,41100,www.titancompute.com,Event
001000000000000400,SableWave Holdings,SMB,Low,Silver,Energy,LATAM,Active,2025-08-28,2026-08-28,46843,Data Sync,2025-01-14,JP,27615,www.sablewave.com,Event
001000000000000401,VertexData Systems,Enterprise,High,Bronze,Financial Services,LATAM,Active,2026-08-19,2027-08-19,879376,Edge Connect,2023-01-10,DE,35523,www.vertexdata.com,Event
001000000000000402,GraniteSignal Technologies,SMB,Medium,Silver,Public Sector,LATAM,Active,2026-12-11,2027-12-11,52542,Analytics Suite,2019-08-09,US,38280,www.granitesignal.com,Event
001000000000000403,Helios Signal Group,Enterprise,High,Silver,Healthcare,LATAM,Active,2025-07-22,2026-07-22,976369,Core Platform,2022-08-07,AU,34965,www.helios.com,Partner
001000000000000404,PioneerAnalytics Corp,Enterprise,Low,Bronze,Telecom,LATAM,Expired,2024-12-20,2025-12-20,258845,Analytics Suite,2023-01-26,SG,10217,www.pioneeranalytics.com,Inbound
001000000000000405,SableDigital Global,SMB,Medium,Silver,Biotech,LATAM,Active,2025-08-31,2026-08-31,12602,Data Sync,2020-03-03,SG,48632,www.sabledigital.com,Inbound
001000000000000406,CopperSystems Systems,Enterprise,Low,Bronze,Education,LATAM,Active,2026-01-24,2027-01-24,353493,AI Studio,2020-02-18,JP,53919,www.coppersystems.com,Inbound
001000000000000407,Consolidated Logic Holdings,SMB,Low,Gold,Retail,NA-East,Active,2026-09-17,2027-09-17,11884,Data Sync,2023-06-06,JP,38768,www.consolidated.com,Outbound
001000000000000408,GraniteForge Partners,Enterprise,Low,Gold,Biotech,APAC,Active,2026-01-06,2027-01-06,191772,AI Studio,2020-02-09,US,39748,www.graniteforge.com,Outbound
001000000000000409,MeridianLogic Global,SMB,Medium,Platinum,Logistics,APAC,Expired,2025-04-02,2026-04-02,7623,Core Platform,2020-12-21,FR,2788,www.meridianlogic.com,Event
001000000000000410,SableGrid Systems,Enterprise,Medium,Platinum,Education,EMEA,Active,2026-09-11,2027-09-11,531842,Core Platform,2022-11-10,DE,6667,www.sablegrid.com,Outbound
001000000000000411,KeystoneLabs Global,SMB,Medium,Silver,Retail,EMEA,Active,2026-06-23,2027-06-23,67466,Data Sync,2025-03-26,BR,25164,www.keystonelabs.com,Inbound
001000000000000412,EmeraldWave Group,Enterprise,Low,Bronze,Energy,APAC,Active,2026-11-12,2027-11-12,1154777,Analytics Suite,2023-08-30,BR,55665,www.emeraldwave.com,Outbound
001000000000000413,LarkWorks Inc,SMB,High,Bronze,Education,EMEA,Expired,2024-11-22,2025-11-22,33016,Data Sync,2023-05-24,BR,10543,www.larkworks.com,Inbound
001000000000000414,BlueLink Holdings,Enterprise,Low,Bronze,Public Sector,EMEA,Active,2026-05-24,2027-05-24,370378,Edge Connect,2025-02-24,IN,9083,www.bluelink.com,Outbound
001000000000000415,CopperData Technologies,Enterprise,Medium,Gold,Media,APAC,Active,2026-07-14,2027-07-14,334079,Edge Connect,2025-01-26,BR,25436,www.copperdata.com,Inbound
001000000000000416,BlueForge Inc,Enterprise,Low,Gold,Public Sector,APAC,Active,2026-04-25,2027-04-25,960067,Data Sync,2022-08-05,IN,39737,www.blueforge.com,Inbound
001000000000000417,CascadeForge Corp,SMB,Low,Platinum,Healthcare,EMEA,Active,2026-01-21,2027-01-21,22221,Data Sync,2022-01-31,UK,14463,www.cascadeforge.com,Outbound
001000000000000418,AtlasVector Technologies,Enterprise,Low,Platinum,Media,APAC,Active,2025-08-18,2026-08-18,336222,Edge Connect,2020-10-06,FR,1423,www.atlasvector.com,Outbound
001000000000000419,MeridianData Solutions,Enterprise,Low,Gold,Retail,NA-West,Active,2025-09-22,2026-09-22,349425,AI Studio,2023-05-26,FR,18859,www.meridiandata.com,Event
001000000000000420,DeltaStream Industries,SMB,High,Gold,Technology,APAC,Active,2026-08-10,2027-08-10,46411,Edge Connect,2023-02-25,AU,25720,www.deltastream.com,Inbound
